Gelir_ID,Sube_ID,Tarih,Kategori_ID,Tutar,Kayit_Tarihi
329,1,2025-08-01,2,5169.00,"2025-08-18 23:03:00"
330,1,2025-08-02,2,6014.00,"2025-08-18 23:03:00"
331,1,2025-08-03,2,10063.00,"2025-08-18 23:03:00"
332,1,2025-08-04,2,4555.00,"2025-08-18 23:03:00"
333,1,2025-08-05,2,8848.00,"2025-08-18 23:03:00"
334,1,2025-08-06,2,6760.00,"2025-08-18 23:03:00"
335,1,2025-08-07,2,3938.00,"2025-08-18 23:03:00"
